name,city,shopping_score,user_ratings_total,weighted_rating,popularity_score
Lala Enterprises,kozhikode,0.6493,14,4.2158,0.2434
The Grey Book Museum & Archives,kochi,0.6492,12,4.2216,0.2306
Citymax Footwear Agencies,thrissur,0.6492,6,4.2204,0.1749
Veli Children's Park,thiruvananthapuram,0.6492,441,4.2153,0.5476
Mexican fried chicken,kannur,0.6492,61,4.2122,0.371
Namaste Tiffins,alappuzha,0.6491,377,4.3109,0.5335
Meenkunnu Cliff,kannur,0.6491,566,4.2807,0.5699
Fort House Hotel,kochi,0.6491,2066,4.26,0.6862
Arabic Park,thiruvananthapuram,0.6491,2,4.2195,0.0988
Mathews Arcade,thiruvananthapuram,0.6491,0,4.2187,0.0
Sangam Stationery,kannur,0.6491,82,4.2179,0.3972
Salad Caffe,thiruvananthapuram,0.6491,5,4.2156,0.1611
Panampilly Walkway,kochi,0.649,4663,4.4156,0.7594
Rose square,kochi,0.649,2,4.2195,0.0988
Furniture Shop,thiruvananthapuram,0.649,2,4.219,0.0988
Calicut Karachi Durbar Beach,kozhikode,0.649,476,4.2151,0.5544
Arjun Fish Mart,alappuzha,0.649,30,4.2022,0.3087
"Southern Panorama Cruises - Houseboats in Alleppey, Kerala",alappuzha,0.6489,4586,4.5538,0.7579
Vazhappilly Towers,thrissur,0.6489,34,4.2167,0.3196
C.S.I Christ Church,munnar,0.6488,848,4.3322,0.6062
"Munnar Explore the South India Kashmir, Kannan Devan",munnar,0.6488,8,4.2218,0.1975
Velankanni Matha Roman Catholic Church,alappuzha,0.6488,71,4.2215,0.3844
Burger Street Cafe,thrissur,0.6488,6,4.2201,0.1749
Jagoeve,thiruvananthapuram,0.6488,1,4.2191,0.0623
Akkulam glass bridge,thiruvananthapuram,0.6488,77,4.2106,0.3916
Brunton Boatyard - CGH Earth,kochi,0.6487,1613,4.3443,0.664
Regency Café,thrissur,0.6487,125,4.2293,0.4347
Rainbow Jetty,alappuzha,0.6487,0,4.2187,0.0
Raj Fast Food,kochi,0.6487,57,4.2071,0.365
Munnar jeep safari hub,munnar,0.6486,55,4.2369,0.3618
DEVAS GOLD COVERING,kochi,0.6486,14,4.2241,0.2434
Park,thiruvananthapuram,0.6486,16,4.2193,0.2547
Step Up Footwares And Bag House,kochi,0.6486,0,4.2187,0.0
🐔Chickizz,kozhikode,0.6486,0,4.2187,0.0
Logixer private limited,kozhikode,0.6486,0,4.2187,0.0
Agape cafe,kannur,0.6486,1,4.2186,0.0623
Good Luck Agencies,kozhikode,0.6486,2,4.2185,0.0988
Lake view point,thrissur,0.6486,10,4.2176,0.2155
White Mart Complex,thrissur,0.6486,6,4.2165,0.1749
manjammal brothers,kannur,0.6486,12,4.2156,0.2306
Fathoush,kozhikode,0.6486,123,4.206,0.4333
Arakkal Museum Kannur,kannur,0.6486,4034,4.0725,0.7463
Anna Kitex Company Showroom,thiruvananthapuram,0.6485,56,4.2182,0.3634
In 2 future .Education,kozhikode,0.6485,412,4.1472,0.5415
ChicKing,thiruvananthapuram,0.6485,1970,3.9117,0.6819
Alhind Holidays India Pvt Ltd,kozhikode,0.6484,1781,4.4925,0.6729
Cafe Ghazal,kannur,0.6484,3663,4.2713,0.7377
Koder House,kochi,0.6484,193,4.2258,0.4735
Mc_Catacombs,kozhikode,0.6484,4,4.2198,0.1447
She craft gallery,kozhikode,0.6484,0,4.2187,0.0
Hill Spice Restaurant,munnar,0.6484,58,4.2182,0.3665
Adharv shikkara boats and houseboat services,alappuzha,0.6483,10,4.2226,0.2155
Kuttichira Heritage Conservation Project,kozhikode,0.6483,38,4.2221,0.3293
Payyambalam beach view point,kannur,0.6483,38,4.2221,0.3293
Child Development Center (CDC),thiruvananthapuram,0.6483,65,4.2212,0.3766
Murugan Tiffin Shop,munnar,0.6483,1,4.2191,0.0623
"Cochin Cultural Centre (Kathakali, Kalaripayattu, Mohiniyattam, Bharatanatyam)",kochi,0.6482,282,4.2658,0.5075
Street Eat Wheels,munnar,0.6482,1,4.2191,0.0623
Alleppy Kayaking,alappuzha,0.6482,0,4.2187,0.0
Toy Train,kozhikode,0.6482,1,4.2186,0.0623
Chodottu vayal,kannur,0.6482,1,4.2186,0.0623
Zoo and Museum Main Entrance,thiruvananthapuram,0.6481,234,4.2377,0.4908
East Indies,kochi,0.6481,143,4.2241,0.4467
Kailas Terraces (Old GPO),thiruvananthapuram,0.6481,20,4.2225,0.2737
Kuttumukku Nila walkway,thrissur,0.6481,6,4.2201,0.1749
CarMax,thiruvananthapuram,0.6481,23,4.2196,0.2857
Milma shopee,kochi,0.6481,0,4.2187,0.0
Bike World USED BIKE SHOWROOM,alappuzha,0.6481,0,4.2187,0.0
Nandanam Building,thiruvananthapuram,0.648,1,4.2191,0.0623
Jeswin's House,wayanad,0.648,0,4.2187,0.0
Kallanchira VCB,wayanad,0.648,8,4.2182,0.1975
Fresh Chicken and Fish center,alappuzha,0.648,3,4.2169,0.1246
Skyline Builders,kozhikode,0.648,52,4.2157,0.3569
"Maroma, Maji Art Gallery, To Be Two.",kochi,0.648,8,4.2138,0.1975
Bhavana Print Shop,thrissur,0.648,204,4.1892,0.4785
chicking,kannur,0.648,1298,4.0145,0.6445
VTYRE CALICUT,kozhikode,0.6479,473,4.2916,0.5538
"Stone Corner, Calicut Beach",kozhikode,0.6479,65,4.2212,0.3766
New Marine Drive,kochi,0.6478,2308,4.3694,0.6962
Party Minds,kozhikode,0.6478,256,4.2846,0.4988
Hurkle Durkle,thrissur,0.6478,82,4.2495,0.3972
Birds park calicut,kozhikode,0.6478,138,4.2433,0.4436
James Tower,kannur,0.6478,6,4.2195,0.1749
Open Sky Beach,kozhikode,0.6478,1,4.2191,0.0623
Thanima Paper Bags And Store,thiruvananthapuram,0.6478,1,4.2191,0.0623
Malankara Arkade,thiruvananthapuram,0.6478,1,4.2186,0.0623
Sky Tower,kozhikode,0.6478,244,4.1732,0.4945
Beach View Point,thiruvananthapuram,0.6477,299,4.2553,0.5127
KEPCO MILMA Outlet (avisha trading),thiruvananthapuram,0.6477,15,4.223,0.2492
Pathirapplly Beach,alappuzha,0.6477,28,4.2212,0.3027
GANDHI SQUARE,thrissur,0.6477,1,4.2191,0.0623
SADHIK BAJJI STALL,alappuzha,0.6477,4,4.2133,0.1447
Thanickal James Tower,thrissur,0.6477,29,4.2127,0.3057
Patanjali Mega Store,thrissur,0.6476,21,4.2247,0.2779
Jalapushpam Cruises,alappuzha,0.6476,12,4.2227,0.2306
ELMA ARCADE,thrissur,0.6476,0,4.2187,0.0
Alleppey Annex,alappuzha,0.6476,110,4.2073,0.4233
"Cassia Restaurant, Alappuzha",alappuzha,0.6476,3117,4.0855,0.7232
Royal Oak Mall,kannur,0.6476,600,4.0528,0.5752
DD Corner Stone,kochi,0.6476,974,4.0488,0.6187
"Dr.Philips Family Dentistry Lapinta, Kalluthankadavu, Mini bye pass road ,Puthiyara, Opp. Apco Honda show room",kozhikode,0.6475,48,4.2253,0.3498
FORT SQUARE HOME STAY,kochi,0.6475,52,4.2207,0.3569
Seiken Sailwind,kochi,0.6475,6,4.2204,0.1749
Chera Arakkal Palace,kannur,0.6475,7,4.2193,0.1869
Sree Chimpeswary Square,kochi,0.6475,0,4.2187,0.0
The Food Junction - where every taste meets,kochi,0.6475,0,4.2187,0.0
MOHAN TRADING COMPANY,kozhikode,0.6475,9,4.2186,0.207
Nikunjam Dreams,thiruvananthapuram,0.6475,12,4.2162,0.2306
Calvary Capuchin Ashram Poothole Thrissur,thrissur,0.6474,41,4.2324,0.336
Kochu bhavan,thrissur,0.6474,3,4.2199,0.1246
Rooms&House boat booking alleppey,alappuzha,0.6474,2,4.219,0.0988
Vandippara,thrissur,0.6474,1,4.2186,0.0623
Printing Point,kozhikode,0.6474,4,4.2182,0.1447
KEDARAM കേദാരം,kochi,0.6474,140,4.2175,0.4448
Chowallur Tower,thrissur,0.6474,34,4.2167,0.3196
Zam Zam Restaurant,kozhikode,0.6474,9090,3.8755,0.8194
Aakulam Bridge Walk Park,thiruvananthapuram,0.6473,527,4.2565,0.5635
"Alisons Infomatics (P) Ltd, Kannur | Software, Website, Mobile App Development | E-Commerce | Digital Marketing | SEO | CRM",kannur,0.6473,67,4.2246,0.3793
Pearlspot Hotels and Resorts,alappuzha,0.6473,1,4.2181,0.0623
IRS Perfume Factory,kochi,0.6472,659,4.3628,0.5836
Tasty Restaurant and Cool bar,kannur,0.6472,5,4.2201,0.1611
"Ernakulam, india",kochi,0.6472,0,4.2187,0.0
Suguna Delfrez - Chicken and Meat Shop in Sreekariyam,thiruvananthapuram,0.6472,99,4.2178,0.414
Diogital owl a printing solution,thrissur,0.6472,11,4.2175,0.2234
Vyapara Bhavan,kozhikode,0.6472,1288,4.0547,0.6438
Aone restaurant and fast food,alappuzha,0.6471,0,4.2187,0.0
St Antony Homely Foods,munnar,0.6471,0,4.2187,0.0
K.K. Restaurant,kozhikode,0.6471,17,4.2185,0.2598
Hotel Shaju,thrissur,0.6471,27,4.2158,0.2995
Habitat,thrissur,0.647,54,4.234,0.3602
Mellowing in alleppey,alappuzha,0.647,11,4.223,0.2234
MARAYOOR & MUNNAR ROOMS AVAILALE,munnar,0.647,3,4.2194,0.1246
Mariya Food Center,munnar,0.647,0,4.2187,0.0
TESLA Pedagogy Park,thiruvananthapuram,0.647,137,4.2175,0.4429
Smart Car World,thrissur,0.647,3,4.2173,0.1246
akkai tower,kozhikode,0.647,14,4.213,0.2434
Kottackattu Convention Centre,thiruvananthapuram,0.647,1370,4.1298,0.6493
The Killians,kochi,0.647,619,4.1197,0.578
"Casino Hotel, CGH Earth",kochi,0.6469,4526,4.3444,0.7567
Coirfed,thiruvananthapuram,0.6469,9,4.2204,0.207
POONIYIL RESTAURANT,alappuzha,0.6469,3,4.2199,0.1246
Mummy bakery and Communications,thiruvananthapuram,0.6469,3,4.2194,0.1246
Shell & Sand,kannur,0.6469,5,4.2181,0.1611
"District Tourism Promotion Council(DTPC), Tourist information centre, Munnar",munnar,0.6469,267,4.1929,0.5026
Grand Spices Restaurant,munnar,0.6468,230,4.2683,0.4892
Pollinator Garden at Subhash Chandra Bose Park,kochi,0.6468,26,4.2236,0.2963
pancheera poul road,kochi,0.6468,0,4.2187,0.0
Hotel Sadias,alappuzha,0.6467,16,4.213,0.2547
Richmond tower,thrissur,0.6466,1,4.2191,0.0623
Radhika Arcade,thiruvananthapuram,0.6466,3,4.2188,0.1246
Restaurant 51,kochi,0.6466,559,4.2146,0.5688
Food bay,kannur,0.6466,6,4.2144,0.1749
Panakkal Tower,thrissur,0.6465,14,4.2199,0.2434
"Shilpa Gupta @ Ginger House, Kochi",kochi,0.6465,3,4.2199,0.1246
Knr Fruits And Vegetables,thiruvananthapuram,0.6465,0,4.2187,0.0
Kunjus Bakery,kochi,0.6465,1,4.2171,0.0623
Go houseboat,alappuzha,0.6464,127,4.2653,0.4362
Aliyans Location,thiruvananthapuram,0.6464,43,4.2267,0.3402
ARROW MARK,kochi,0.6464,4,4.2202,0.1447
Healthy Being,kannur,0.6464,1,4.2191,0.0623
UDAYAGIRI,thiruvananthapuram,0.6464,1,4.2191,0.0623
কোন্নগর পেয়ারা বাগান,kozhikode,0.6464,0,4.2187,0.0
MaxSports,thiruvananthapuram,0.6464,0,4.2187,0.0
Dolphins Point,kochi,0.6464,22,4.2174,0.2819
Eatz bay,kannur,0.6464,20,4.2155,0.2737
Bougainvillea by psa,kannur,0.6463,0,4.2187,0.0
Natural History Museum,thrissur,0.6463,10,4.2181,0.2155
Vaidhyaratnam Ayurvedha oushadhasala,thrissur,0.6463,2,4.218,0.0988
Peeyem Honda Kannur,kannur,0.6463,719,4.108,0.5914
St Thomas Orthodox Church Chennamkary,alappuzha,0.6462,17,4.2219,0.2598
Muttayum Kattanum,alappuzha,0.6462,6,4.2204,0.1749
Pookuzhiyil Estate Pvt Ltd,munnar,0.6462,0,4.2187,0.0
kambalakkad famous bakery and restaurant,wayanad,0.6462,45,4.2117,0.3442
Alleppey Railway Gate Beach,alappuzha,0.6461,40,4.2222,0.3338
The Westface Cochin,kochi,0.6461,33,4.22,0.317
Thithiri Padam,thrissur,0.6461,4,4.2192,0.1447
Lake Wonder Cruise - Royale,alappuzha,0.6461,0,4.2187,0.0
cafe corner,kannur,0.6461,0,4.2187,0.0
Cycle Track,kozhikode,0.646,6,4.218,0.1749
Krishna Kerala Kasavu Sarees - Mystique Boutique,munnar,0.6459,429,4.339,0.5451
JGT Living Spaces,kochi,0.6459,9,4.2204,0.207
Dining out Restaurant,kannur,0.6459,2,4.2195,0.0988
కల్సెట.వయనాడ్. జిల్లా,wayanad,0.6459,0,4.2187,0.0
Anansa Boutique Hotel by The Kannur Club,kannur,0.6458,1638,4.3904,0.6654
BMS Warehouse,kochi,0.6458,1,4.2191,0.0623
Kariyam kulam,thiruvananthapuram,0.6458,0,4.2187,0.0
Ashoka Hotel,thrissur,0.6458,17,4.2152,0.2598
Kalpaka Nagar house no 37,thiruvananthapuram,0.6458,22,4.2109,0.2819
WARM RESTO,munnar,0.6457,12,4.2222,0.2306
Food way Restaurant,wayanad,0.6457,1,4.2191,0.0623
കേരള സംസ്ഥാന പൊതുവിതരണ കേന്ദ്രം,wayanad,0.6457,0,4.2187,0.0
Dockers,alappuzha,0.6457,26,4.1915,0.2963
"St. Alphonsa's Syro-Malabar Church, Pongumood",thiruvananthapuram,0.6456,197,4.2618,0.4754
RED SQUARE,kannur,0.6456,2,4.2195,0.0988
Kailath Arcade,thiruvananthapuram,0.6456,1,4.2171,0.0623
Hotel Orange,munnar,0.6456,4,4.2168,0.1447
Adarsh Hotel,kozhikode,0.6456,298,4.2163,0.5124
Abidas,alappuzha,0.6456,85,4.2098,0.4004
Kurumbalakotta view point parking station,wayanad,0.6455,2,4.2175,0.0988
Good Food Restaurant - Muthassi Koot,wayanad,0.6455,19,4.2157,0.2693
Handloom Museum,kannur,0.6454,35,4.227,0.3221
St. Vincent DePaul's Chapel (Aranattukara),thrissur,0.6454,18,4.2212,0.2647
Coirfed Reading Center and Botanical Park,alappuzha,0.6454,6,4.2195,0.1749
Fara Plastics,kozhikode,0.6454,3,4.2194,0.1246
Skyline Apartment,thrissur,0.6454,2,4.217,0.0988
Ambrosia ( a classic bakehouse),thiruvananthapuram,0.6454,5189,4.0608,0.769
Contour Uniforms,thiruvananthapuram,0.6453,81,4.2218,0.3961
Trivandrum Warehouse,kochi,0.6453,7,4.2204,0.1869
Bolgatty Palace and Island Resort,kochi,0.6452,11715,4.2881,0.8422
Taste of Venice,alappuzha,0.6452,18,4.2248,0.2647
Minor Road Paddy view point,thrissur,0.6452,0,4.2187,0.0
NAVAMI COOL BAR,alappuzha,0.6452,10,4.2181,0.2155
Perumpadapp Park,kochi,0.6452,4,4.2159,0.1447
Wow! Momo,thiruvananthapuram,0.6452,107,4.2076,0.4209
Kadooli Tower,kozhikode,0.6452,72,4.2007,0.3857
Kalyan Silks,kannur,0.6451,11599,4.4586,0.8413
Arabian Treat,thrissur,0.6451,1222,4.2495,0.639
All Is Well RCM Pick Up Centre - Peringavu junction,thrissur,0.6451,28,4.2226,0.3027
S K Refreshment,kozhikode,0.6451,1,4.2191,0.0623
Johnson Tiles Company Display Centre,thiruvananthapuram,0.6451,0,4.2187,0.0
Hotel Choices,kozhikode,0.6451,5,4.2176,0.1611
CHIRAMEL TOWERS,thrissur,0.6451,2,4.2175,0.0988
Greens Vista Homestay,wayanad,0.645,199,4.2622,0.4763
Rampart Homestay,kochi,0.645,83,4.2299,0.3983
Sidhi fancy edakochi,kochi,0.645,4,4.2192,0.1447
Sree Narayana Guru Statue,thiruvananthapuram,0.645,7,4.219,0.1869
College Gallery,kozhikode,0.645,0,4.2187,0.0
Chachus Super Shoppee,kochi,0.645,45,4.2073,0.3442
The Regency hotel,munnar,0.645,872,4.0916,0.6087
CHANDARIA TOURS & TRAVELS SERVICES,kochi,0.6449,1,4.2191,0.0623
Ernakulam District Heritage Museum,kochi,0.6449,31,4.2184,0.3115
Maruti Suzuki Driving School Punkunnam,thrissur,0.6448,165,4.2706,0.4595
JAMWAL FASHION FIT,kochi,0.6448,4,4.2202,0.1447
The Art Corridor,kochi,0.6448,1,4.2191,0.0623
"St. Judes Church, Kurumbalakotta",wayanad,0.6448,69,4.2181,0.3819
Malikayil Holidays One,alappuzha,0.6448,4,4.2178,0.1447
Spice Tour Kerala,munnar,0.6447,45,4.2315,0.3442
Panampilly nagar walkway,kochi,0.6447,15,4.2208,0.2492
POCKETS MENS WEAR,kozhikode,0.6447,0,4.2187,0.0
Safa towers,thrissur,0.6447,14,4.2186,0.2434
Valley view Gap road,munnar,0.6446,21,4.2237,0.2779
C.R. BAGS & LUGGAGES,alappuzha,0.6446,9,4.2204,0.207
ELEGANT PACKAGINGS,thrissur,0.6446,9,4.2204,0.207
Astrin view point,kochi,0.6446,4,4.2202,0.1447
നാടൻ ഭക്ഷണശാല,alappuzha,0.6446,2,4.2195,0.0988
Coconut Juice and Coffee Shop,alappuzha,0.6446,1,4.2181,0.0623
Colonel's Homestay,kochi,0.6445,82,4.2219,0.3972
Oottupura art space,kochi,0.6445,1,4.2191,0.0623
Night kirkk spot,kochi,0.6445,0,4.2187,0.0
Friendly Dog,kozhikode,0.6445,0,4.2187,0.0
Geepas Tower,kozhikode,0.6445,0,4.2187,0.0
Heavenly Homestay,kochi,0.6444,93,4.2356,0.4084
iDeal Art Collections,thiruvananthapuram,0.6444,4,4.2198,0.1447
Moricap lords83 resort,wayanad,0.6444,0,4.2187,0.0
Century Plywood,kochi,0.6444,2,4.2175,0.0988
Best hot spot,thrissur,0.6444,17,4.2093,0.2598
MAXX MART,thrissur,0.6443,8,4.2214,0.1975
Kelu kayakkandy,wayanad,0.6443,1,4.2191,0.0623
EGO Shirt Wholesale,kozhikode,0.6443,3,4.2188,0.1246
Vava Coolpark,kannur,0.6442,8,4.2198,0.1975
Ameen's home,wayanad,0.6442,1,4.2191,0.0623
Starcare Hospital Kozhikode,kozhikode,0.6441,4456,4.4129,0.7553
Tissa's Inn,kochi,0.6441,389,4.2971,0.5363
TUDI,wayanad,0.6441,57,4.2292,0.365
NEST HOUSE,kannur,0.6441,3,4.2184,0.1246
ADHITHYA ASSOCIATES,thiruvananthapuram,0.6441,3,4.2184,0.1246
Barbacoa,thrissur,0.644,8,4.2218,0.1975
Beach way restaurant,alappuzha,0.644,1,4.2191,0.0623
Malayil Building,thiruvananthapuram,0.644,23,4.2105,0.2857
Mattancherry Palace,kochi,0.644,19156,4.2018,0.8864
Videocon Park,kochi,0.6439,145,4.2107,0.448
Subway Thrissur Kerala,thrissur,0.6439,298,4.2033,0.5124
POTHYS - Thiruvananthapuram,thiruvananthapuram,0.6438,54704,4.3936,0.9807
St.George Electricals&mobiles,alappuzha,0.6438,3,4.2199,0.1246
Kuthirapanthy junction,alappuzha,0.6438,2,4.2195,0.0988
Reji'Z Tower,alappuzha,0.6438,0,4.2187,0.0
St Joseph Kurishadi,alappuzha,0.6438,17,4.2185,0.2598
Lamex Arcade,thrissur,0.6438,153,4.1818,0.4528
Ramachandran Hypermarket MOT,thiruvananthapuram,0.6437,1742,4.2565,0.6709
"Mahatma Gandhi Museum and Library, Kalpetta",wayanad,0.6437,17,4.2202,0.2598
Artex fabrics,thrissur,0.6437,34,4.2184,0.3196
Sultans table (Arabian feast),thrissur,0.6437,4,4.2172,0.1447
Art Museum,thrissur,0.6437,16,4.2162,0.2547
അമ്മ Fastfood,thrissur,0.6436,5,4.2196,0.1611
Bellcarts Art (OPC) Private Limited,thiruvananthapuram,0.6436,0,4.2187,0.0
Thamara,kozhikode,0.6436,0,4.2187,0.0
Kings Flora Organic Farm Resort,wayanad,0.6435,423,4.2853,0.5438
S-house,wayanad,0.6435,0,4.2187,0.0
Maliyakkal Towers,thrissur,0.6435,0,4.2187,0.0
Bright towers,thrissur,0.6435,0,4.2187,0.0
Dr. Rani Menon Maxivision Eye Hospital,thrissur,0.6434,4735,4.6274,0.7607
"Gramam Homestay, Cochin",kochi,0.6434,192,4.2521,0.4731
Travelberry Private Tours Wayanad | Best Tour Operators in Kerala,wayanad,0.6434,52,4.2385,0.3569
Rani Beach,alappuzha,0.6434,37,4.222,0.327
Sunrise Munnar,munnar,0.6434,53,4.2208,0.3586
Hotel Choice,kozhikode,0.6434,1,4.2191,0.0623
Unbox Cafe,munnar,0.6434,1,4.2191,0.0623
Malsyagandhi Junction മത്സ്യഗന്ധി ജംഗ്ഷൻ,alappuzha,0.6434,1,4.2181,0.0623
Mar Oudheesho Church,thrissur,0.6434,3,4.2179,0.1246
Palace Restaurant,alappuzha,0.6433,2,4.219,0.0988
Thaju's Hotel,alappuzha,0.6433,0,4.2187,0.0
Kavadam,wayanad,0.6433,0,4.2187,0.0
Social Science Park,thiruvananthapuram,0.6433,1,4.2181,0.0623
Top Motors,kozhikode,0.6433,30,4.211,0.3087
Indian Pepper & Spice Trade Association,kochi,0.6432,8,4.219,0.1975
DSC Centre Canteen,kannur,0.6431,585,4.2371,0.5729
Cholan Tours Pvt. Ltd - Cochin,kochi,0.6431,94,4.2313,0.4094
Kumbalangi wooden bridge,kochi,0.6431,43,4.2246,0.3402
Charcoal(കരി കച്ചവടം )thrissur unnimon koorkenchery,thrissur,0.6431,7,4.2204,0.1869
KP Agencies,kozhikode,0.6431,2,4.2195,0.0988
Ceekay Tower,thrissur,0.6431,0,4.2187,0.0
Ocean shack,alappuzha,0.643,280,4.2532,0.5068
AVS Plaza,thiruvananthapuram,0.643,0,4.2187,0.0
"Subsidary Central Police Canteen, Thiruvananthapuram",thiruvananthapuram,0.6429,1931,4.2586,0.6801
Rj piller,wayanad,0.6429,36,4.2325,0.3246
St. Thomas Church,wayanad,0.6429,22,4.2207,0.2819
Ampadi Hotel & Restaurant,alappuzha,0.6429,19,4.2063,0.2693
Dryfruits in Allappuzha | chocolates in Alappuzha | Hazel Nuts Alappuzha,alappuzha,0.6428,16,4.2241,0.2547
Cousins Cafe Payyambalam,kannur,0.6428,9,4.2204,0.207
BEST TASTE,kannur,0.6428,0,4.2187,0.0
Reds Residency - Homestay,kochi,0.6427,388,4.2806,0.5361
St.Marys Chapel Vadaserry,alappuzha,0.6427,7,4.2204,0.1869
Ansura Heights,thiruvananthapuram,0.6427,5,4.2196,0.1611
"Sritha Lakshmi Footwear & Tex,Global Electronics Arimula",wayanad,0.6427,6,4.218,0.1749
Kalyan Silks,thrissur,0.6426,20138,4.3836,0.8909
"Lake Park Cruise Premium , Luxury Houseboats",alappuzha,0.6426,474,4.3301,0.554
Houseboat Alappuzha,alappuzha,0.6426,297,4.2809,0.5121
C.S.I Church Kazhakuttam,thiruvananthapuram,0.6426,157,4.2464,0.4551
WATERWAY CRUISE-SHIKARA Boat Service,alappuzha,0.6426,71,4.2455,0.3844
Coco Floatel,alappuzha,0.6426,33,4.2265,0.317
Amala Garden Park,thrissur,0.6426,9,4.2217,0.207
Fog View Point,munnar,0.6426,1,4.2186,0.0623
MAR Rock view,munnar,0.6425,23,4.2242,0.2857
K V Colony Park,kochi,0.6425,3,4.2179,0.1246
Rafees Arcade Mozart global furniture,thiruvananthapuram,0.6425,11,4.2142,0.2234
Mar Thoma Retreat Home,munnar,0.6425,646,4.2141,0.5818
North Indian Jain Homemade Food,alappuzha,0.6424,82,4.2416,0.3972
Hotel Cheers,alappuzha,0.6424,1,4.2191,0.0623
Amway XPP Store,thrissur,0.6423,23,4.2207,0.2857
Tourist Facilitation Centre Veli,thiruvananthapuram,0.6423,12,4.2186,0.2306
New food park,wayanad,0.6422,25,4.2209,0.2929
T Cherry Villa Munnar,munnar,0.6422,41,4.2203,0.336
Akash Joshy Oravanamthadathil,wayanad,0.6422,1,4.2191,0.0623
Maverick Art Gallery,thiruvananthapuram,0.6421,7,4.2204,0.1869
Lake view at kumbalam,kochi,0.6421,9,4.2168,0.207
Umiz kitchen,kozhikode,0.6421,9,4.2159,0.207
Royal Enfield Showroom - Luha Automotives,kozhikode,0.6421,1760,4.2099,0.6718
Bata Shoe Store,kochi,0.6421,438,4.1614,0.5469
Pioneer Bajaj,thiruvananthapuram,0.642,188,4.26,0.4712
Mangalam Travel and Tours,kochi,0.642,101,4.2514,0.4157
Foodvilla.com,alappuzha,0.642,1,4.2191,0.0623
Jaz tower,kozhikode,0.642,2,4.219,0.0988
A.Kader kunhi sons,kannur,0.642,19,4.2185,0.2693
Hi Power Duty paid Shop,alappuzha,0.642,7,4.2169,0.1869
Hotel Saigon,kannur,0.642,124,4.1884,0.434
Food Station Restaurant & Caterers,thrissur,0.6419,67,4.2213,0.3793
Sea king house,kozhikode,0.6419,0,4.2187,0.0
Kurumbalakotta st. George grotto,wayanad,0.6419,4,4.2182,0.1447
St. George Church Karimamkunnu,wayanad,0.6419,7,4.2179,0.1869
E. Moidu Moulavi Memorial Museum,kozhikode,0.6419,25,4.2098,0.2929
Green View Multi-Cuisine Restaurant,kannur,0.6419,13,4.2095,0.2372
Thookkukulam,alappuzha,0.6418,1,4.2191,0.0623
New food paradise,alappuzha,0.6418,14,4.2179,0.2434
Vembanad Cruises,alappuzha,0.6418,6,4.2129,0.1749
The Nest roof garden restaurant(Sea Queen Hotel),kozhikode,0.6418,15,4.2104,0.2492
"IPC Hebron, Calicut",kozhikode,0.6417,1,4.2191,0.0623
AL AMRI CENTER HYPERMARKET,thiruvananthapuram,0.6417,0,4.2187,0.0
Hot chips,alappuzha,0.6417,3,4.2179,0.1246
Amuseum Gallery of Modern ART,thiruvananthapuram,0.6416,99,4.2225,0.414
Tokyo puzhavaram,kochi,0.6416,10,4.2221,0.2155
Restaurant,alappuzha,0.6416,4,4.2198,0.1447
DISCOUNT SALE,wayanad,0.6416,0,4.2187,0.0
Akshaya e-centre,kochi,0.6416,184,4.175,0.4693
Ranjit Ek Podak,kozhikode,0.6415,0,4.2187,0.0
Mounatin Hiking starting point (Munnar info),munnar,0.6415,1,4.2186,0.0623
Am Traders,kozhikode,0.6415,6,4.2174,0.1749
Veracity International Furniture,thiruvananthapuram,0.6415,38,4.2127,0.3293
Sri Vagbhatananda Guru Park,kozhikode,0.6415,146,4.1834,0.4486
State Excise Academy & Research Centre,thrissur,0.6414,129,4.2357,0.4375
Mangalam Tours and Travels | Thiruvananthapuram,thiruvananthapuram,0.6414,7,4.2183,0.1869
VESTIGE MARKETING PVT LTD - THRISSUR DLCP,thrissur,0.6413,156,4.239,0.4545
Pleasant Hot & Cool,kozhikode,0.6413,25,4.2234,0.2929
Minis Designer Wear Boutique & L'Oréal HI Beauty Parlour,thiruvananthapuram,0.6413,3,4.2199,0.1246
Vallakadavu Boat Jetty,thiruvananthapuram,0.6413,9,4.219,0.207
Lulu mall 2.0,thiruvananthapuram,0.6413,0,4.2187,0.0
IPC CHURCH,wayanad,0.6413,8,4.2182,0.1975
Mattupetty jeepstand,munnar,0.6413,2,4.2175,0.0988
Lions Park,kozhikode,0.6413,2,4.217,0.0988
Indian Air Force Museum,thiruvananthapuram,0.6412,79,4.2294,0.3939
Alleppey Boat Services,alappuzha,0.6412,5,4.2206,0.1611
Chammanath gold and dye works,thrissur,0.6412,1,4.2191,0.0623
Tea station for photo spot,munnar,0.6412,0,4.2187,0.0
Ujala Beach House,kannur,0.6412,0,4.2187,0.0
Kuthirakoor Kari,kochi,0.6412,8,4.2178,0.1975
Special Armed Police Parade Ground,thiruvananthapuram,0.6412,61,4.2152,0.371
Cafe Java,kannur,0.6412,41,4.2143,0.336
KM TEA (THATUUKADA),alappuzha,0.6411,0,4.2187,0.0
Maruti Sales and Service,thiruvananthapuram,0.6411,12,4.2102,0.2306
Tharavadu Coffee Shop,kochi,0.6411,40,4.1889,0.3338
St. Paul's Lutheran Church ( I.E.L.C ),alappuzha,0.641,2,4.2195,0.0988
